Client ID,19440,,Inventory,,,,117961,117962
2018,10,14,20,10,10,,159.00,159.00
2018,10,15,20,10,10,,179.00,179.00
2018,10,16,20,10,10,,159.00,159.00
2018,10,17,20,10,10,,159.00,159.00
2018,10,18,20,10,10,,159.00,159.00
2018,10,19,20,10,10,,159.00,159.00
2018,10,20,20,10,10,,179.00,179.00
2018,10,21,20,10,10,,159.00,159.00
2018,10,22,20,10,10,,179.00,179.00
2018,10,23,20,10,10,,159.00,159.00
2018,10,24,20,10,10,,159.00,159.00
2018,10,25,20,10,10,,159.00,159.00
2018,10,26,20,10,10,,159.00,159.00
2018,10,27,20,10,10,,179.00,179.00
2018,10,28,20,10,10,,159.00,159.00
2018,10,29,20,10,10,,179.00,179.00
2018,10,30,20,10,10,,159.00,159.00
2018,10,31,20,10,10,,159.00,159.00
2018,11,1,20,10,10,,159.00,159.00
2018,11,2,20,10,10,,159.00,159.00
2018,11,3,20,10,10,,179.00,179.00
2018,11,4,20,10,10,,159.00,159.00
2018,11,5,20,10,10,,179.00,179.00
2018,11,6,20,10,10,,159.00,159.00
2018,11,7,20,10,10,,159.00,159.00
2018,11,8,20,10,10,,159.00,159.00
2018,11,9,20,10,10,,159.00,159.00
2018,11,10,20,10,10,,179.00,179.00
2018,11,11,20,10,10,,159.00,159.00
2018,11,12,20,10,10,,179.00,179.00
2018,11,13,20,10,10,,159.00,159.00
2018,11,14,20,10,10,,159.00,159.00
2018,11,15,20,10,10,,159.00,159.00
2018,11,16,20,10,10,,159.00,159.00
2018,11,17,20,10,10,,179.00,179.00
2018,11,18,20,10,10,,159.00,159.00
2018,11,19,20,10,10,,179.00,179.00
2018,11,20,20,10,10,,159.00,159.00
2018,11,21,20,10,10,,159.00,159.00
2018,11,22,20,10,10,,159.00,159.00
2018,11,23,20,10,10,,159.00,159.00
2018,11,24,20,10,10,,179.00,179.00
2018,11,25,20,10,10,,159.00,159.00
2018,11,26,20,10,10,,179.00,179.00
2018,11,27,20,10,10,,159.00,159.00
2018,11,28,20,10,10,,159.00,159.00
2018,11,29,20,10,10,,159.00,159.00
2018,11,30,20,10,10,,159.00,159.00
2018,12,1,20,10,10,,179.00,179.00
2018,12,2,20,10,10,,159.00,159.00
2018,12,3,20,10,10,,179.00,179.00
2018,12,4,20,10,10,,159.00,159.00
2018,12,5,20,10,10,,159.00,159.00
2018,12,6,20,10,10,,159.00,159.00
2018,12,7,20,10,10,,159.00,159.00
2018,12,8,20,10,10,,179.00,179.00
2018,12,9,20,10,10,,159.00,159.00
2018,12,10,20,10,10,,179.00,179.00
2018,12,11,20,10,10,,159.00,159.00
2018,12,12,20,10,10,,159.00,159.00
2018,12,13,20,10,10,,159.00,159.00
2018,12,14,20,10,10,,159.00,159.00
2018,12,15,20,10,10,,179.00,179.00
2018,12,16,20,10,10,,159.00,159.00
2018,12,17,20,10,10,,179.00,179.00
2018,12,18,20,10,10,,159.00,159.00
2018,12,19,20,10,10,,159.00,159.00
2018,12,20,20,10,10,,159.00,159.00
2018,12,21,20,10,10,,159.00,159.00
2018,12,22,20,10,10,,179.00,179.00
2018,12,23,20,10,10,,159.00,159.00
2018,12,24,20,10,10,,179.00,179.00
2018,12,25,20,10,10,,159.00,159.00
2018,12,26,0,0,0,,0,0
2018,12,27,20,10,10,,199.00,199.00
2018,12,28,20,10,10,,199.00,199.00
2018,12,29,20,10,10,,199.00,199.00
2018,12,30,20,10,10,,199.00,199.00
2018,12,31,20,10,10,,139.00,139.00
2019,1,1,20,10,10,,199.00,199.00
2019,1,2,20,10,10,,139.00,139.00
2019,1,3,0,0,0,,0,0
2019,1,4,20,10,10,,159.00,159.00
2019,1,5,20,10,10,,159.00,159.00
2019,1,6,20,10,10,,159.00,159.00
2019,1,7,20,10,10,,159.00,159.00
2019,1,8,20,10,10,,179.00,179.00
2019,1,9,20,10,10,,159.00,159.00
2019,1,10,20,10,10,,179.00,179.00
2019,1,11,20,10,10,,159.00,159.00
2019,1,12,20,10,10,,159.00,159.00
2019,1,13,20,10,10,,159.00,159.00
2019,1,14,20,10,10,,159.00,159.00
2019,1,15,20,10,10,,179.00,179.00
2019,1,16,20,10,10,,159.00,159.00
2019,1,17,20,10,10,,179.00,179.00
2019,1,18,20,10,10,,159.00,159.00
2019,1,19,20,10,10,,159.00,159.00
2019,1,20,20,10,10,,159.00,159.00
2019,1,21,20,10,10,,159.00,159.00
2019,1,22,20,10,10,,179.00,179.00
2019,1,23,20,10,10,,159.00,159.00
2019,1,24,20,10,10,,179.00,179.00
2019,1,25,20,10,10,,159.00,159.00
2019,1,26,20,10,10,,159.00,159.00
2019,1,27,20,10,10,,159.00,159.00
2019,1,28,20,10,10,,159.00,159.00
2019,1,29,20,10,10,,179.00,179.00
2019,1,30,20,10,10,,159.00,159.00
